condition,theme,role,interp_level,source,cos_quote_theme,cos_quote_source,mean_cos_corpus,max_cos_corpus,nearest_comment,nearest_is_source
human,ANGER Subtheme: Appeal to emotion through anger,core,2,D6,0.2686356538071315,0.8879181348136634,0.6658950280555272,0.8879181348136634,D6,True
human,ANGER Subtheme: Appeal to emotion through anger,core,2,D6,0.09027520691672165,0.5339559093893627,0.4190192341634714,0.5339559093893627,D6,True
human,ANGER Subtheme: Appeal to emotion through anger,supporting,2,D7,0.4424455934435015,0.71073734032326,0.5454356313863669,0.71073734032326,D7,True
human,ANGER Subtheme: Appeal to emotion through anger,core,2,D9,0.2958287099785625,0.8138304052070005,0.6432087902030919,0.8138304052070005,D9,True
human,ANGER Subtheme: Appeal to emotion through anger,core,2,D9,0.32962321680408624,0.48208412670531636,0.36535327521560074,0.4989591641384258,D18,False
human,ANGER Subtheme: Appeal to emotion through anger,supporting,2,D11,0.24011153055702744,0.3991815314334239,0.29674579610933016,0.5782276354674192,D18,False
human,ANGER Subtheme: Appeal to emotion through anger,core,2,D12,0.17919775232950372,0.6845591135156642,0.35147079740651793,0.6845591135156642,D12,True
human,ANGER Subtheme: Appeal to emotion through anger,core,2,D12,0.20669579660777512,0.6500660955165379,0.3998894999508912,0.6500660955165379,D12,True
human,ANGER Subtheme: Appeal to emotion through anger,core,2,D12,0.14853258377821515,0.3588936411917014,0.2697636456180584,0.3588936411917014,D12,True
human,ANGER Subtheme: Appeal to emotion through anger,core,2,D13,0.035385025762826434,0.3833895805257529,0.3169433065455334,0.43717904754501863,D10,False
human,ANGER Subtheme: Appeal to emotion through anger,core,2,D13,0.06557268966508849,0.28425219667453283,0.24338213115586638,0.329441911168207,D10,False
human,ANGER Subtheme: Appeal to emotion through anger,core,2,D13,0.24081459046529194,0.7374937401042159,0.5718924842498031,0.7374937401042159,D13,True
human,ANGER Subtheme: Appeal to emotion through anger,core,2,D13,0.24850661505934657,0.7132366983219978,0.5600825369138345,0.7132366983219978,D13,True
human,ANGER Subtheme: Appeal to emotion through anger,core,2,D17,0.1984104400489286,0.43863801865149404,0.3652267667054554,0.4448972945968182,D6,False
human,ANGER Subtheme: Appeal to emotion through anger,core,2,D17,0.21718255523373597,0.5029288898293347,0.31008155873808413,0.5029288898293347,D17,True
human,ANGER Subtheme: Appeal to emotion through anger,core,2,D17,0.1984104400489286,0.43863801865149404,0.3652267667054554,0.4448972945968182,D6,False
human,ANGER Subtheme: Appeal to emotion through anger,core,2,D17,0.27160205353954936,0.6569689493360087,0.44177086153916034,0.6569689493360087,D17,True
human,ANGER Subtheme: Appeal to emotion through anger,supporting,2,D18,0.32805021170477033,0.9668056089991885,0.6513782934871954,0.9668056089991885,D18,True
human,ANGER Subtheme: Appeal to emotion through anger,supporting,2,D18,0.2567442548979187,0.5978303460686882,0.37073215046944635,0.5978303460686882,D18,True
human,ANGER Subtheme: Appeal to emotion through anger,supporting,2,D18,0.2367939638377005,0.6863384945345129,0.4285827404446291,0.6863384945345129,D18,True
human,ANGER Subtheme: Appeal to emotion through anger,supporting,2,D18,0.31816969329339717,0.9742388716029479,0.6594506932016607,0.9742388716029479,D18,True
human,ANGER Subtheme: Appeal to emotion through anger,supporting,2,D18,0.18573025061748924,0.6220712936541889,0.5726908968191363,0.6858618034641111,D1,False
human,ANGER Subtheme: Appeal to emotion through anger,supporting,2,D18,0.15071733581277913,0.3606954331692137,0.33947598952047014,0.4443303477458279,D6,False
human,ANGER Subtheme: Appeal to emotion through anger,supporting,2,D18,0.33227609975233285,0.5322739708031429,0.41282332284236595,0.564368513099203,D4,False
human,ANGER Subtheme: Appeal to emotion through anger,supporting,2,D18,0.21388421296924437,0.6225312227916855,0.5278067102755178,0.6304951428772557,D4,False
human,ANGER Subtheme: Appeal to emotion through anger,supporting,2,D18,0.19032402734132717,0.3219594907714082,0.280309186139265,0.333732071826504,D6,False
human,PLEADING Subtheme: Appeal to emotion through pleading,core,3,D3,0.43452699244500625,0.79698409146447,0.6211253128003922,0.79698409146447,D3,True
human,PLEADING Subtheme: Appeal to emotion through pleading,supporting,3,D4,0.19359831977462044,0.40937207270176695,0.28252873047226595,0.42347633526099715,D1,False
human,PLEADING Subtheme: Appeal to emotion through pleading,supporting,3,D5,0.3891469935210106,0.7084335268829725,0.4822340723646928,0.7084335268829725,D5,True
human,PLEADING Subtheme: Appeal to emotion through pleading,supporting,3,D7,0.46482869777406494,0.8965867613346508,0.5837544865785987,0.8965867613346508,D7,True
human,PLEADING Subtheme: Appeal to emotion through pleading,core,3,D8,0.4155219592832303,0.7247659035479842,0.6146055990889112,0.7247659035479842,D8,True
human,PLEADING Subtheme: Appeal to emotion through pleading,core,3,D8,0.35215479379646236,0.747526968346749,0.5912437518572184,0.747526968346749,D8,True
human,PLEADING Subtheme: Appeal to emotion through pleading,core,3,D10,0.3239552043530131,0.6697841499742444,0.37266935950542185,0.6697841499742444,D10,True
human,PLEADING Subtheme: Appeal to emotion through pleading,supporting,3,D10,0.32624848814423213,0.5809263837076348,0.45157032462333513,0.5809263837076348,D10,True
human,PLEADING Subtheme: Appeal to emotion through pleading,core,3,D10,0.2855369924697279,0.577945517213291,0.38412216674536503,0.577945517213291,D10,True
human,PLEADING Subtheme: Appeal to emotion through pleading,core,3,D14,0.22401554822540068,0.5704706375492037,0.3080761754642825,0.5704706375492037,D14,True
human,PLEADING Subtheme: Appeal to emotion through pleading,core,3,D14,0.2718227680399394,0.667512267534048,0.3858237946950195,0.667512267534048,D14,True
human,CREDIBILITY Subtheme: Appeal to credibility through personal relation to ALS,core,2,D3,0.37352680440901315,0.4916589038460708,0.3942522930102241,0.5291229789575466,D5,False
human,CREDIBILITY Subtheme: Appeal to credibility through personal relation to ALS,core,2,D5,0.4718161061599371,0.7084335268829725,0.4822340723646928,0.7084335268829725,D5,True
human,CREDIBILITY Subtheme: Appeal to credibility through personal relation to ALS,core,2,D7,0.37681450429670443,0.8965867613346508,0.5837544865785987,0.8965867613346508,D7,True
human,CREDIBILITY Subtheme: Appeal to credibility through personal relation to ALS,core,2,D8,0.37156677590618714,0.7079944426408151,0.4541540660231805,0.7079944426408151,D8,True
human,CREDIBILITY Subtheme: Appeal to credibility through personal relation to ALS,core,2,D10,0.3742127586798212,0.61857464803919,0.38381956013360263,0.61857464803919,D10,True
human,CREDIBILITY Subtheme: Appeal to credibility through personal relation to ALS,core,2,D10,0.22242478400620835,0.5707144753210112,0.386321848879282,0.5707144753210112,D10,True
human,CREDIBILITY Subtheme: Appeal to credibility through personal relation to ALS,supporting,2,D10,0.1349179782769826,0.42467543333648783,0.18302466812964574,0.42467543333648783,D10,True
human,CREDIBILITY Subtheme: Appeal to credibility through personal relation to ALS,core,2,D11,0.4311514003195992,0.6071125584414426,0.4825403242457752,0.6090314655318007,D10,False
human,VOICE/CONTROL The ALS community uses the comments as a place to have a voice and/or feel some sort of control,core,5,D1,0.29618954052238006,0.6230328582067779,0.44619466176327105,0.6230328582067779,D1,True
human,VOICE/CONTROL The ALS community uses the comments as a place to have a voice and/or feel some sort of control,core,5,D7,0.5613125724871111,0.71073734032326,0.5454356313863669,0.71073734032326,D7,True
human,VOICE/CONTROL The ALS community uses the comments as a place to have a voice and/or feel some sort of control,core,5,D14,0.31934070793463404,0.5687593283001873,0.4136121937532204,0.5687593283001873,D14,True
human,VOICE/CONTROL The ALS community uses the comments as a place to have a voice and/or feel some sort of control,core,5,D14,0.31934070793463404,0.5687593283001873,0.4136121937532204,0.5687593283001873,D14,True
human,VOICE/CONTROL The ALS community uses the comments as a place to have a voice and/or feel some sort of control,core,5,D14,0.31934070793463404,0.5687593283001873,0.4136121937532204,0.5687593283001873,D14,True
human,VOICE/CONTROL The ALS community uses the comments as a place to have a voice and/or feel some sort of control,core,5,D14,0.31665425064515185,0.5722844809710349,0.4521587306751583,0.5722844809710349,D14,True
human,VOICE/CONTROL The ALS community uses the comments as a place to have a voice and/or feel some sort of control,supporting,5,D19,0.3777502037405378,0.5975391884824223,0.5022295292539003,0.5975391884824223,D19,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,supporting,2,D19,0.4129984110903606,0.7174129943053644,0.5036757433471095,0.7174129943053644,D19,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,supporting,2,D19,0.38987702735870045,0.5874550442578843,0.5004806400921449,0.5874550442578843,D19,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,supporting,2,D1,0.31466277723746744,0.6506688909887056,0.41164514116024054,0.6506688909887056,D1,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,core,2,D1,0.4788460455070572,0.8675855955561799,0.6359142084586552,0.8675855955561799,D1,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,supporting,2,D2,0.432857778242224,0.857431480366025,0.5764243566612297,0.857431480366025,D2,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,supporting,2,D2,0.32857500262505984,0.579187484649011,0.5536653818943371,0.6368069380423069,D6,False
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,supporting,2,D2,0.30241865252926897,0.5922934494679314,0.33819168286248474,0.5922934494679314,D2,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,core,2,D2,0.27515454352845425,0.5218850039688413,0.3046688746072948,0.5218850039688413,D2,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,core,2,D4,0.4732554160831325,0.8946537871980279,0.6550069909050913,0.8946537871980279,D4,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,core,2,D4,0.24592909410335312,0.40937207270176695,0.28252873047226595,0.42347633526099715,D1,False
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,supporting,2,D4,0.41868816355907496,0.7720272846365751,0.5368403840513939,0.7720272846365751,D4,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,supporting,2,D5,0.39408523993990474,0.5510137441118902,0.48084149330598447,0.5617052661894156,D9,False
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,supporting,2,D5,0.3043782084120537,0.4891709930348551,0.3989047599520279,0.4891709930348551,D5,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,supporting,2,D9,0.4502996814637135,0.8359581867459355,0.6535906469444507,0.8359581867459355,D9,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,core,2,D9,0.2872323946118663,0.5489371869368002,0.3970674271753455,0.5489371869368002,D9,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,supporting,2,D11,0.4290600926069829,0.6894351401174352,0.5834942052482672,0.6894351401174352,D11,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,supporting,2,D11,0.39501044734336666,0.6690224332409459,0.5516168539149311,0.7592530272901772,D4,False
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,supporting,2,D12,0.33061492012410676,0.6500660955165379,0.3998894999508912,0.6500660955165379,D12,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,supporting,2,D12,0.31262506416891445,0.8102932656488181,0.4672830091142373,0.8102932656488181,D12,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,core,2,D15,0.2514770652062898,0.45166515757655146,0.43435013016943425,0.5430890377148244,D6,False
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,core,2,D15,0.379825162411253,0.6510770643849372,0.5870083007628384,0.6738512096439785,D8,False
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,core,2,D15,0.19220449770128392,0.29408357338482993,0.2429571106840558,0.3387443280170888,D9,False
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,core,2,D16,0.38798370242639263,0.6700492527152295,0.5582119417638838,0.6700492527152295,D16,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,core,2,D16,0.38798370242639263,0.6700492527152295,0.5582119417638838,0.6700492527152295,D16,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,supporting,2,D17,0.5130956042512235,0.6760081608620955,0.5846547571932345,0.6760081608620955,D17,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,supporting,2,D17,0.46724804499081013,0.5780122508376045,0.5205793417910477,0.6208677016917233,D5,False
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,supporting,2,D17,0.5130956042512235,0.6760081608620955,0.5846547571932345,0.6760081608620955,D17,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,core,2,D18,0.44689226026724416,0.9668056089991885,0.6513782934871954,0.9668056089991885,D18,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,core,2,D18,0.2848923859996992,0.5978303460686882,0.37073215046944635,0.5978303460686882,D18,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,core,2,D18,0.3280366626086308,0.6863384945345129,0.4285827404446291,0.6863384945345129,D18,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,core,2,D18,0.44897134999426336,0.9742388716029479,0.6594506932016607,0.9742388716029479,D18,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,core,2,D18,0.40102522018973796,0.6220712936541889,0.5726908968191363,0.6858618034641111,D1,False
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,core,2,D18,0.2141242244360289,0.3606954331692137,0.33947598952047014,0.4443303477458279,D6,False
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,core,2,D18,0.42357397580899153,0.5322739708031429,0.41282332284236595,0.564368513099203,D4,False
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,core,2,D18,0.3883664165085562,0.6225312227916855,0.5278067102755178,0.6304951428772557,D4,False
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,core,2,D18,0.15214286540560504,0.3219594907714082,0.280309186139265,0.333732071826504,D6,False
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,core,2,D19,0.3670990002132583,0.5975391884824223,0.5022295292539003,0.5975391884824223,D19,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,supporting,2,D20,0.2315846957827228,0.481602282778779,0.2997809524507017,0.481602282778779,D20,True
human,LOGIC Subtheme: Appeal to logic through reasoning for suggestions,supporting,2,D20,0.27961227684887124,0.6291630478756831,0.37264576073507105,0.6291630478756831,D20,True
